SID0000196,2020-03-02
SID0000197,2020-03-02
SID0000198,2020-03-02
SID0000201,2020-03-02
SID0000203,2020-03-02
SID0000204,2020-03-02
SID0000209,2020-03-02
SID0000210,2020-03-02
SID0000211,2020-03-02
SID0000212,2020-03-02
SID0000213,2020-03-02
SID0000214,2020-03-02
SID0000216,2020-03-02
SID0000218,2020-03-02
SID0000220,2020-03-02
SID0000221,2020-03-02
SID0000222,2020-03-02
SID0000223,2020-03-02
SID0000224,2020-03-02
SID0000226,2020-03-02
SID0000227,2020-03-02
SID0000230,2020-03-02
SID0000232,2020-03-02
SID0000233,2020-03-02
SID0000234,2020-03-02
SID0000235,2020-03-02
SID0000236,2020-03-02
SID0000237,2020-03-02
SID0000239,2020-03-02
SID0000240,2020-03-02
SID0000241,2020-03-02
SID0000242,2020-03-02
SID0000243,2020-03-02
SID0000244,2020-03-02
SID0000245,2020-03-02
SID0000247,2020-03-02
SID0000250,2020-03-02
SID0000251,2020-03-02
SID0000252,2020-03-02
SID0000253,2020-03-02
SID0000254,2020-03-02
SID0000256,2020-03-02
SID0000257,2020-03-02
SID0000260,2020-03-02
SID0000262,2020-03-02
SID0000264,2020-03-02
SID0000265,2020-03-02
SID0000269,2020-03-02
SID0000270,2020-03-02
SID0000272,2020-03-02
SID0000273,2020-03-02
SID0000277,2020-03-02
SID0000279,2020-03-02
SID0000281,2020-03-02
SID0000284,2020-03-02
SID0000285,2020-03-02
SID0000286,2020-03-02
SID0000287,2020-03-02
SID0000288,2020-03-02
SID0000290,2020-03-02
SID0000292,2020-03-02
SID0000293,2020-03-02
SID0000294,2020-03-02
SID0000295,2020-03-02
SID0000296,2020-03-02
SID0000297,2020-03-02
SID0000300,2020-03-02
SID0000301,2020-03-02
SID0000302,2020-03-02
SID0000303,2020-03-02
SID0000308,2020-03-02
SID0000310,2020-03-02
SID0000311,2020-03-02
SID0000319,2020-03-02
SID0000320,2020-03-02
SID0000321,2020-03-02
SID0000323,2020-03-02
SID0000324,2020-03-02
SID0000325,2020-03-02
SID0000327,2020-03-02
SID0000328,2020-03-02
SID0000329,2020-03-02
SID0000333,2020-03-02
SID0000334,2020-03-02
SID0000335,2020-03-02
SID0000337,2020-03-02
SID0000339,2020-03-02
SID0000340,2020-03-02
SID0000341,2020-03-02
SID0000343,2020-03-02
SID0000346,2020-03-02
SID0000351,2020-03-02
SID0000353,2020-03-02
SID0000354,2020-03-02
SID0000357,2020-03-02
SID0000361,2020-03-02
SID0000363,2020-03-02
SID0000365,2020-03-02
SID0000366,2020-03-02
SID0000370,2020-03-02
SID0000371,2020-03-02
SID0000372,2020-03-02
SID0000373,2020-03-02
SID0000374,2020-03-02
SID0000375,2020-03-02
SID0000376,2020-03-02
SID0000377,2020-03-02
SID0000378,2020-03-02
SID0000379,2020-03-02
SID0000383,2020-03-02
SID0000384,2020-03-02
SID0000386,2020-03-02
SID0000388,2020-03-02
SID0000389,2020-03-02
SID0000390,2020-03-02
SID0000391,2020-03-02
SID0000392,2020-03-02
SID0000393,2020-03-02
SID0000395,2020-03-02
SID0000396,2020-03-02
SID0000398,2020-03-02
SID0000399,2020-03-02
SID0000400,2020-03-02
SID0000401,2020-03-02
SID0000402,2020-03-02
SID0000403,2020-03-02
SID0000405,2020-03-02
SID0000406,2020-03-02
SID0000407,2020-03-02
SID0000408,2020-03-02
SID0000409,2020-03-02
SID0000410,2020-03-02
SID0000411,2020-03-02
SID0000414,2020-03-02
SID0000415,2020-03-02
SID0000416,2020-03-02
SID0000417,2020-03-02
SID0000418,2020-03-02
SID0000419,2020-03-02
SID0000421,2020-03-02
SID0000423,2020-03-02
SID0000424,2020-03-02
SID0000427,2020-03-02
SID0000428,2020-03-02
SID0000430,2020-03-02
SID0000431,2020-03-02
SID0000434,2020-03-02
SID0000436,2020-03-02
SID0000437,2020-03-02
SID0000438,2020-03-02
SID0000440,2020-03-02
SID0000441,2020-03-02
SID0000442,2020-03-02
SID0000443,2020-03-02
SID0000445,2020-03-02
SID0000446,2020-03-02
SID0000447,2020-03-02
SID0000449,2020-03-02
SID0000450,2020-03-02
SID0000452,2020-03-02
SID0000453,2020-03-02
SID0000454,2020-03-02
SID0000458,2020-03-02
SID0000462,2020-03-02
SID0000463,2020-03-02
SID0000464,2020-03-02
SID0000467,2020-03-02
SID0000468,2020-03-02
SID0000470,2020-03-02
SID0000472,2020-03-02
SID0000473,2020-03-02
SID0000475,2020-03-02
SID0000477,2020-03-02
SID0000479,2020-03-02
SID0000481,2020-03-02
SID0000482,2020-03-02
SID0000484,2020-03-02
SID0000486,2020-03-02
SID0000489,2020-03-02
SID0000490,2020-03-02
SID0000491,2020-03-02
SID0000492,2020-03-02
SID0000494,2020-03-02
SID0000495,2020-03-02
SID0000496,2020-03-02
SID0000498,2020-03-02
SID0000499,2020-03-02
SID0000500,2020-03-02
SID0000501,2020-03-02
SID0000502,2020-03-02
SID0000504,2020-03-02
SID0000505,2020-03-02
SID0000506,2020-03-02
SID0000507,2020-03-02
SID0000509,2020-03-02
SID0000510,2020-03-02
SID0000513,2020-03-02
SID0000515,2020-03-02
SID0000516,2020-03-02
SID0000517,2020-03-02
SID0000518,2020-03-02
SID0000520,2020-03-02
SID0000523,2020-03-02
SID0000525,2020-03-02
SID0000527,2020-03-02
SID0000531,2020-03-02
SID0000532,2020-03-02
SID0000533,2020-03-02
SID0000534,2020-03-02
SID0000537,2020-03-02
SID0000543,2020-03-02
SID0000544,2020-03-02
SID0000546,2020-03-02
SID0000547,2020-03-02
SID0000549,2020-03-02
SID0000551,2020-03-02
SID0000552,2020-03-02
SID0000555,2020-03-02
SID0000556,2020-03-02
SID0000557,2020-03-02
SID0000559,2020-03-02
SID0000560,2020-03-02
SID0000561,2020-03-02
SID0000562,2020-03-02
SID0000563,2020-03-02
SID0000566,2020-03-02
SID0000567,2020-03-02
SID0000572,2020-03-02
SID0000573,2020-03-02
SID0000574,2020-03-02
SID0000578,2020-03-02
SID0000579,2020-03-02
SID0000581,2020-03-02
SID0000582,2020-03-02
SID0000583,2020-03-02
SID0000584,2020-03-02
SID0000586,2020-03-02
SID0000587,2020-03-02
SID0000590,2020-03-02
SID0000591,2020-03-02
SID0000593,2020-03-02
SID0000595,2020-03-02
SID0000597,2020-03-02
SID0000001,2020-03-03
SID0000002,2020-03-03
SID0000004,2020-03-03
SID0000005,2020-03-03
SID0000006,2020-03-03
SID0000007,2020-03-03
SID0000009,2020-03-03
SID0000010,2020-03-03
SID0000012,2020-03-03
SID0000014,2020-03-03
SID0000016,2020-03-03
SID0000017,2020-03-03
SID0000018,2020-03-03
SID0000019,2020-03-03
SID0000022,2020-03-03
SID0000025,2020-03-03
SID0000028,2020-03-03
SID0000029,2020-03-03
SID0000030,2020-03-03
SID0000031,2020-03-03
SID0000039,2020-03-03
SID0000041,2020-03-03
SID0000043,2020-03-03
SID0000044,2020-03-03
SID0000045,2020-03-03
SID0000050,2020-03-03
SID0000052,2020-03-03
SID0000054,2020-03-03
SID0000055,2020-03-03
SID0000056,2020-03-03
SID0000057,2020-03-03
SID0000059,2020-03-03
SID0000060,2020-03-03
SID0000062,2020-03-03
SID0000065,2020-03-03
SID0000066,2020-03-03
SID0000069,2020-03-03
SID0000071,2020-03-03
SID0000072,2020-03-03
SID0000073,2020-03-03
SID0000074,2020-03-03
SID0000075,2020-03-03
SID0000076,2020-03-03
SID0000079,2020-03-03
SID0000081,2020-03-03
SID0000084,2020-03-03
SID0000088,2020-03-03
SID0000092,2020-03-03
SID0000093,2020-03-03
SID0000095,2020-03-03
SID0000097,2020-03-03
SID0000098,2020-03-03
SID0000102,2020-03-03
SID0000103,2020-03-03
SID0000104,2020-03-03
SID0000105,2020-03-03
SID0000109,2020-03-03
SID0000111,2020-03-03
SID0000112,2020-03-03
SID0000113,2020-03-03
SID0000116,2020-03-03
SID0000117,2020-03-03
SID0000118,2020-03-03
SID0000119,2020-03-03
SID0000121,2020-03-03
SID0000123,2020-03-03
SID0000124,2020-03-03
SID0000127,2020-03-03
SID0000128,2020-03-03
SID0000133,2020-03-03
SID0000136,2020-03-03
SID0000137,2020-03-03
SID0000139,2020-03-03
SID0000141,2020-03-03
SID0000142,2020-03-03
SID0000145,2020-03-03
SID0000146,2020-03-03
SID0000147,2020-03-03
SID0000149,2020-03-03
SID0000150,2020-03-03
SID0000152,2020-03-03
SID0000153,2020-03-03
SID0000154,2020-03-03
SID0000155,2020-03-03
SID0000156,2020-03-03
SID0000157,2020-03-03
SID0000159,2020-03-03
SID0000160,2020-03-03
SID0000161,2020-03-03
SID0000162,2020-03-03
SID0000163,2020-03-03
SID0000164,2020-03-03
SID0000168,2020-03-03
SID0000170,2020-03-03
SID0000171,2020-03-03
SID0000172,2020-03-03
SID0000173,2020-03-03
SID0000175,2020-03-03
SID0000176,2020-03-03
SID0000177,2020-03-03
SID0000178,2020-03-03
SID0000179,2020-03-03
SID0000180,2020-03-03
SID0000181,2020-03-03
SID0000182,2020-03-03
SID0000183,2020-03-03
SID0000184,2020-03-03
SID0000185,2020-03-03
SID0000186,2020-03-03
SID0000188,2020-03-03
SID0000189,2020-03-03
SID0000191,2020-03-03
SID0000192,2020-03-03
SID0000193,2020-03-03
SID0000194,2020-03-03
SID0000195,2020-03-03
SID0000196,2020-03-03
SID0000197,2020-03-03
SID0000198,2020-03-03
SID0000201,2020-03-03
SID0000202,2020-03-03
SID0000203,2020-03-03
SID0000205,2020-03-03
SID0000206,2020-03-03
SID0000207,2020-03-03
SID0000208,2020-03-03
SID0000209,2020-03-03
SID0000213,2020-03-03
SID0000214,2020-03-03
SID0000216,2020-03-03
SID0000219,2020-03-03
SID0000220,2020-03-03
SID0000222,2020-03-03
SID0000224,2020-03-03
SID0000226,2020-03-03
SID0000228,2020-03-03
SID0000230,2020-03-03
SID0000232,2020-03-03
SID0000233,2020-03-03
SID0000234,2020-03-03
SID0000235,2020-03-03
SID0000237,2020-03-03
SID0000238,2020-03-03
SID0000239,2020-03-03
SID0000240,2020-03-03
SID0000241,2020-03-03
SID0000244,2020-03-03
SID0000245,2020-03-03
SID0000249,2020-03-03
SID0000250,2020-03-03
SID0000251,2020-03-03
SID0000252,2020-03-03
SID0000255,2020-03-03
SID0000257,2020-03-03
SID0000260,2020-03-03
SID0000265,2020-03-03
SID0000266,2020-03-03
SID0000267,2020-03-03
SID0000268,2020-03-03
SID0000269,2020-03-03
SID0000270,2020-03-03
SID0000275,2020-03-03
SID0000277,2020-03-03
SID0000280,2020-03-03
SID0000281,2020-03-03
SID0000283,2020-03-03
SID0000284,2020-03-03
SID0000287,2020-03-03
SID0000289,2020-03-03
SID0000290,2020-03-03
SID0000292,2020-03-03
SID0000293,2020-03-03
SID0000294,2020-03-03
SID0000295,2020-03-03
SID0000297,2020-03-03
SID0000298,2020-03-03
SID0000299,2020-03-03
SID0000300,2020-03-03
SID0000301,2020-03-03
SID0000302,2020-03-03
SID0000303,2020-03-03
SID0000305,2020-03-03
SID0000306,2020-03-03
SID0000308,2020-03-03
SID0000310,2020-03-03
SID0000311,2020-03-03
SID0000314,2020-03-03
SID0000315,2020-03-03
SID0000317,2020-03-03
SID0000318,2020-03-03
SID0000319,2020-03-03
SID0000320,2020-03-03
SID0000321,2020-03-03
SID0000322,2020-03-03
SID0000323,2020-03-03
SID0000325,2020-03-03
SID0000327,2020-03-03
SID0000328,2020-03-03
SID0000329,2020-03-03
SID0000332,2020-03-03
SID0000334,2020-03-03
SID0000336,2020-03-03
SID0000337,2020-03-03
SID0000338,2020-03-03
SID0000341,2020-03-03
SID0000342,2020-03-03
SID0000344,2020-03-03
SID0000345,2020-03-03
SID0000346,2020-03-03
SID0000349,2020-03-03
SID0000350,2020-03-03
SID0000352,2020-03-03
SID0000353,2020-03-03
SID0000355,2020-03-03
SID0000356,2020-03-03
SID0000364,2020-03-03
SID0000365,2020-03-03
SID0000366,2020-03-03
SID0000368,2020-03-03
SID0000369,2020-03-03
SID0000371,2020-03-03
SID0000372,2020-03-03
SID0000375,2020-03-03
SID0000378,2020-03-03
SID0000379,2020-03-03
SID0000380,2020-03-03
SID0000383,2020-03-03
SID0000384,2020-03-03
SID0000385,2020-03-03
SID0000387,2020-03-03
SID0000389,2020-03-03
SID0000390,2020-03-03
SID0000391,2020-03-03
SID0000392,2020-03-03
SID0000394,2020-03-03
SID0000398,2020-03-03
SID0000399,2020-03-03
SID0000400,2020-03-03
SID0000401,2020-03-03
SID0000402,2020-03-03
SID0000403,2020-03-03
SID0000408,2020-03-03
SID0000411,2020-03-03
SID0000413,2020-03-03
SID0000414,2020-03-03
SID0000415,2020-03-03
SID0000416,2020-03-03
SID0000417,2020-03-03
SID0000418,2020-03-03
SID0000420,2020-03-03
SID0000424,2020-03-03
SID0000428,2020-03-03
SID0000430,2020-03-03
SID0000432,2020-03-03
SID0000434,2020-03-03
SID0000435,2020-03-03
SID0000436,2020-03-03
SID0000439,2020-03-03
SID0000440,2020-03-03
SID0000442,2020-03-03
SID0000443,2020-03-03
SID0000444,2020-03-03
SID0000447,2020-03-03
SID0000449,2020-03-03
SID0000451,2020-03-03
SID0000452,2020-03-03
SID0000453,2020-03-03
SID0000454,2020-03-03
SID0000455,2020-03-03
SID0000456,2020-03-03
SID0000457,2020-03-03
SID0000458,2020-03-03
SID0000460,2020-03-03
SID0000461,2020-03-03
SID0000462,2020-03-03
SID0000463,2020-03-03
SID0000465,2020-03-03
SID0000467,2020-03-03
SID0000468,2020-03-03
SID0000469,2020-03-03
SID0000472,2020-03-03
SID0000473,2020-03-03
SID0000474,2020-03-03
SID0000478,2020-03-03
SID0000480,2020-03-03
SID0000481,2020-03-03
SID0000482,2020-03-03
SID0000483,2020-03-03
SID0000484,2020-03-03
SID0000486,2020-03-03
SID0000487,2020-03-03
SID0000488,2020-03-03
SID0000490,2020-03-03
SID0000491,2020-03-03
SID0000493,2020-03-03
SID0000495,2020-03-03
SID0000496,2020-03-03
SID0000497,2020-03-03
SID0000498,2020-03-03
SID0000500,2020-03-03
SID0000501,2020-03-03
SID0000503,2020-03-03
SID0000504,2020-03-03
SID0000505,2020-03-03
SID0000506,2020-03-03
SID0000508,2020-03-03
SID0000509,2020-03-03
SID0000513,2020-03-03
SID0000514,2020-03-03
SID0000515,2020-03-03
SID0000518,2020-03-03
SID0000520,2020-03-03
SID0000521,2020-03-03
SID0000522,2020-03-03
SID0000523,2020-03-03
SID0000525,2020-03-03
SID0000526,2020-03-03
SID0000527,2020-03-03
SID0000528,2020-03-03
SID0000530,2020-03-03
SID0000533,2020-03-03
SID0000534,2020-03-03
SID0000535,2020-03-03
SID0000536,2020-03-03
SID0000538,2020-03-03
SID0000539,2020-03-03
SID0000540,2020-03-03
SID0000541,2020-03-03
SID0000543,2020-03-03
SID0000547,2020-03-03
SID0000549,2020-03-03
SID0000550,2020-03-03
SID0000551,2020-03-03
SID0000552,2020-03-03
SID0000553,2020-03-03
SID0000555,2020-03-03
SID0000558,2020-03-03
SID0000562,2020-03-03
SID0000564,2020-03-03
SID0000566,2020-03-03
SID0000570,2020-03-03
SID0000571,2020-03-03
SID0000573,2020-03-03
SID0000577,2020-03-03
SID0000581,2020-03-03
SID0000582,2020-03-03
SID0000583,2020-03-03
SID0000584,2020-03-03
SID0000585,2020-03-03
SID0000586,2020-03-03
SID0000587,2020-03-03
SID0000588,2020-03-03
SID0000589,2020-03-03
SID0000590,2020-03-03
SID0000592,2020-03-03
SID0000594,2020-03-03
SID0000596,2020-03-03
SID0000598,2020-03-03
SID0000599,2020-03-03
SID0000600,2020-03-03
SID0000002,2020-03-04
SID0000005,2020-03-04
SID0000006,2020-03-04
SID0000008,2020-03-04
SID0000009,2020-03-04
SID0000010,2020-03-04
SID0000013,2020-03-04
SID0000019,2020-03-04
SID0000020,2020-03-04
SID0000021,2020-03-04
SID0000022,2020-03-04
SID0000024,2020-03-04
SID0000025,2020-03-04
SID0000026,2020-03-04
SID0000027,2020-03-04
SID0000028,2020-03-04
SID0000030,2020-03-04
SID0000032,2020-03-04
SID0000033,2020-03-04
SID0000034,2020-03-04
SID0000035,2020-03-04
SID0000036,2020-03-04
SID0000038,2020-03-04
SID0000039,2020-03-04
SID0000040,2020-03-04
SID0000041,2020-03-04
SID0000042,2020-03-04
SID0000043,2020-03-04
SID0000045,2020-03-04
SID0000046,2020-03-04
SID0000048,2020-03-04
SID0000050,2020-03-04
SID0000051,2020-03-04
SID0000052,2020-03-04
SID0000054,2020-03-04
SID0000055,2020-03-04
SID0000056,2020-03-04
SID0000057,2020-03-04
SID0000061,2020-03-04
SID0000064,2020-03-04
SID0000065,2020-03-04
SID0000067,2020-03-04
SID0000068,2020-03-04
SID0000071,2020-03-04
SID0000073,2020-03-04
SID0000074,2020-03-04
SID0000076,2020-03-04
SID0000077,2020-03-04
SID0000078,2020-03-04
SID0000079,2020-03-04
SID0000080,2020-03-04
SID0000081,2020-03-04
SID0000083,2020-03-04
SID0000084,2020-03-04
SID0000085,2020-03-04
SID0000086,2020-03-04
SID0000087,2020-03-04
SID0000089,2020-03-04
SID0000091,2020-03-04
SID0000094,2020-03-04
SID0000095,2020-03-04
SID0000098,2020-03-04
SID0000099,2020-03-04
SID0000101,2020-03-04
SID0000104,2020-03-04
SID0000105,2020-03-04
SID0000107,2020-03-04
SID0000108,2020-03-04
SID0000109,2020-03-04
SID0000110,2020-03-04
SID0000111,2020-03-04
SID0000112,2020-03-04
SID0000113,2020-03-04
SID0000114,2020-03-04
SID0000115,2020-03-04
SID0000116,2020-03-04
SID0000117,2020-03-04
SID0000119,2020-03-04
SID0000120,2020-03-04
SID0000123,2020-03-04
SID0000125,2020-03-04
SID0000126,2020-03-04
SID0000127,2020-03-04
SID0000128,2020-03-04
SID0000130,2020-03-04
SID0000131,2020-03-04
SID0000132,2020-03-04
SID0000134,2020-03-04
SID0000136,2020-03-04
SID0000137,2020-03-04
SID0000138,2020-03-04
SID0000140,2020-03-04
SID0000141,2020-03-04
SID0000142,2020-03-04
SID0000143,2020-03-04
SID0000144,2020-03-04
SID0000146,2020-03-04
SID0000150,2020-03-04
SID0000152,2020-03-04
SID0000153,2020-03-04
SID0000154,2020-03-04
SID0000155,2020-03-04
SID0000156,2020-03-04
SID0000158,2020-03-04
SID0000159,2020-03-04
SID0000160,2020-03-04
SID0000161,2020-03-04
SID0000163,2020-03-04
SID0000164,2020-03-04
SID0000165,2020-03-04
SID0000166,2020-03-04
SID0000168,2020-03-04
SID0000171,2020-03-04
SID0000172,2020-03-04
SID0000173,2020-03-04
SID0000176,2020-03-04
SID0000177,2020-03-04
SID0000179,2020-03-04
SID0000180,2020-03-04
SID0000181,2020-03-04
SID0000183,2020-03-04
SID0000186,2020-03-04
SID0000187,2020-03-04
SID0000188,2020-03-04
SID0000190,2020-03-04
SID0000191,2020-03-04
SID0000192,2020-03-04
SID0000193,2020-03-04
SID0000195,2020-03-04
SID0000198,2020-03-04
SID0000203,2020-03-04
SID0000204,2020-03-04
SID0000205,2020-03-04
SID0000206,2020-03-04
SID0000209,2020-03-04
SID0000211,2020-03-04
SID0000212,2020-03-04
SID0000213,2020-03-04
SID0000214,2020-03-04
SID0000218,2020-03-04
SID0000220,2020-03-04
SID0000221,2020-03-04
SID0000222,2020-03-04
SID0000223,2020-03-04
SID0000229,2020-03-04
SID0000230,2020-03-04
SID0000233,2020-03-04
SID0000234,2020-03-04
SID0000236,2020-03-04
SID0000240,2020-03-04
SID0000241,2020-03-04
SID0000242,2020-03-04
SID0000244,2020-03-04
SID0000245,2020-03-04
SID0000246,2020-03-04
SID0000247,2020-03-04
SID0000248,2020-03-04
SID0000249,2020-03-04
SID0000252,2020-03-04
SID0000255,2020-03-04
SID0000256,2020-03-04
SID0000257,2020-03-04
SID0000258,2020-03-04
SID0000262,2020-03-04
SID0000264,2020-03-04
SID0000265,2020-03-04
SID0000266,2020-03-04
SID0000268,2020-03-04
SID0000269,2020-03-04
SID0000270,2020-03-04
SID0000274,2020-03-04
SID0000275,2020-03-04
SID0000278,2020-03-04
SID0000279,2020-03-04
SID0000280,2020-03-04
SID0000287,2020-03-04
SID0000289,2020-03-04
SID0000290,2020-03-04
SID0000291,2020-03-04
SID0000292,2020-03-04
SID0000294,2020-03-04
SID0000295,2020-03-04
SID0000296,2020-03-04
SID0000299,2020-03-04
SID0000300,2020-03-04
SID0000301,2020-03-04
SID0000302,2020-03-04
SID0000304,2020-03-04
SID0000305,2020-03-04
SID0000306,2020-03-04
SID0000307,2020-03-04
SID0000308,2020-03-04
SID0000309,2020-03-04
SID0000310,2020-03-04
SID0000311,2020-03-04
SID0000312,2020-03-04
SID0000313,2020-03-04
SID0000315,2020-03-04
SID0000318,2020-03-04
SID0000319,2020-03-04
SID0000320,2020-03-04
SID0000321,2020-03-04
SID0000322,2020-03-04
SID0000325,2020-03-04
SID0000326,2020-03-04
SID0000327,2020-03-04
SID0000329,2020-03-04
SID0000333,2020-03-04
SID0000335,2020-03-04
SID0000336,2020-03-04
SID0000338,2020-03-04
SID0000340,2020-03-04
SID0000341,2020-03-04
SID0000342,2020-03-04
SID0000343,2020-03-04
SID0000347,2020-03-04
SID0000348,2020-03-04
SID0000349,2020-03-04
SID0000350,2020-03-04
SID0000351,2020-03-04
SID0000352,2020-03-04
SID0000353,2020-03-04
SID0000355,2020-03-04
SID0000356,2020-03-04
SID0000358,2020-03-04
SID0000359,2020-03-04
SID0000360,2020-03-04
SID0000363,2020-03-04
SID0000364,2020-03-04
SID0000365,2020-03-04
SID0000367,2020-03-04
SID0000368,2020-03-04
SID0000369,2020-03-04
SID0000370,2020-03-04
SID0000372,2020-03-04
SID0000373,2020-03-04
SID0000374,2020-03-04
SID0000375,2020-03-04
SID0000376,2020-03-04
SID0000378,2020-03-04
SID0000379,2020-03-04
SID0000380,2020-03-04
SID0000382,2020-03-04
SID0000384,2020-03-04
SID0000385,2020-03-04
SID0000386,2020-03-04
SID0000388,2020-03-04
SID0000391,2020-03-04
SID0000392,2020-03-04
SID0000393,2020-03-04
SID0000394,2020-03-04
SID0000397,2020-03-04
SID0000398,2020-03-04
SID0000400,2020-03-04
SID0000402,2020-03-04
SID0000404,2020-03-04
SID0000405,2020-03-04
SID0000406,2020-03-04
SID0000407,2020-03-04
SID0000408,2020-03-04
SID0000411,2020-03-04
SID0000413,2020-03-04
SID0000414,2020-03-04
SID0000415,2020-03-04
SID0000416,2020-03-04
SID0000420,2020-03-04
SID0000421,2020-03-04
SID0000422,2020-03-04
SID0000423,2020-03-04
SID0000424,2020-03-04
SID0000426,2020-03-04
SID0000428,2020-03-04
SID0000429,2020-03-04
SID0000431,2020-03-04
SID0000433,2020-03-04
SID0000434,2020-03-04
SID0000435,2020-03-04
SID0000437,2020-03-04
SID0000440,2020-03-04
SID0000443,2020-03-04
SID0000444,2020-03-04
SID0000445,2020-03-04
SID0000448,2020-03-04
SID0000449,2020-03-04
SID0000450,2020-03-04
SID0000451,2020-03-04
SID0000453,2020-03-04
SID0000455,2020-03-04
SID0000456,2020-03-04
SID0000457,2020-03-04
SID0000458,2020-03-04
SID0000459,2020-03-04
SID0000464,2020-03-04
SID0000465,2020-03-04
SID0000466,2020-03-04
SID0000467,2020-03-04
SID0000468,2020-03-04
SID0000470,2020-03-04
SID0000471,2020-03-04
SID0000472,2020-03-04
SID0000473,2020-03-04
SID0000477,2020-03-04
SID0000478,2020-03-04
SID0000479,2020-03-04
SID0000482,2020-03-04
SID0000483,2020-03-04
SID0000486,2020-03-04
SID0000487,2020-03-04
SID0000488,2020-03-04
SID0000490,2020-03-04
SID0000491,2020-03-04
SID0000492,2020-03-04
SID0000493,2020-03-04
SID0000494,2020-03-04
SID0000496,2020-03-04
SID0000497,2020-03-04
SID0000498,2020-03-04
SID0000499,2020-03-04
SID0000501,2020-03-04
SID0000502,2020-03-04
SID0000503,2020-03-04
SID0000505,2020-03-04
SID0000506,2020-03-04
SID0000507,2020-03-04
SID0000508,2020-03-04
SID0000509,2020-03-04
SID0000510,2020-03-04
SID0000512,2020-03-04
SID0000514,2020-03-04
SID0000515,2020-03-04
SID0000516,2020-03-04
SID0000517,2020-03-04
SID0000518,2020-03-04
SID0000519,2020-03-04
SID0000520,2020-03-04
SID0000521,2020-03-04
SID0000522,2020-03-04
SID0000523,2020-03-04
SID0000524,2020-03-04
SID0000525,2020-03-04
SID0000527,2020-03-04
SID0000528,2020-03-04
SID0000531,2020-03-04
SID0000533,2020-03-04
SID0000534,2020-03-04
SID0000536,2020-03-04
SID0000538,2020-03-04
SID0000539,2020-03-04
SID0000540,2020-03-04
SID0000541,2020-03-04
SID0000542,2020-03-04
SID0000543,2020-03-04
SID0000544,2020-03-04
SID0000545,2020-03-04
SID0000547,2020-03-04
SID0000548,2020-03-04
SID0000551,2020-03-04
