ASSIG00E17,TID0000035,7,English,SKV Rohini,2020-04-19,0,Complete and submit by the deadline.
ASSIG00M18,TID0000036,8,Maths,SKV Rohini,2020-01-14,0,Complete and submit by the deadline.
ASSIG00S18,TID0000037,8,Science,SKV Rohini,2020-04-19,0,Complete and submit by the deadline.
ASSIG00H18,TID0000038,8,Hindi,SKV Rohini,2020-02-16,0,Complete and submit by the deadline.
ASSIG00G18,TID0000039,8,GK,SKV Rohini,2020-01-13,0,Complete and submit by the deadline.
ASSIG00E18,TID0000040,8,English,SKV Rohini,2020-07-14,0,Complete and submit by the deadline.
ASSIG00M19,TID0000041,9,Maths,SKV Rohini,2020-02-18,0,Complete and submit by the deadline.
ASSIG00S19,TID0000042,9,Science,SKV Rohini,2020-04-11,0,Complete and submit by the deadline.
ASSIG00H19,TID0000043,9,Hindi,SKV Rohini,2020-02-12,0,Complete and submit by the deadline.
ASSIG00G19,TID0000044,9,GK,SKV Rohini,2020-08-20,0,Complete and submit by the deadline.
ASSIG00E19,TID0000045,9,English,SKV Rohini,2020-04-17,0,Complete and submit by the deadline.
ASSIG00M20,TID0000046,10,Maths,SKV Rohini,2020-07-15,0,Complete and submit by the deadline.
ASSIG00S20,TID0000047,10,Science,SKV Rohini,2020-02-20,0,Complete and submit by the deadline.
ASSIG00H20,TID0000048,10,Hindi,SKV Rohini,2020-04-11,0,Complete and submit by the deadline.
ASSIG00G20,TID0000049,10,GK,SKV Rohini,2020-01-18,0,Complete and submit by the deadline.
ASSIG00E20,TID0000050,10,English,SKV Rohini,2020-08-14,0,Complete and submit by the deadline.
ASSIG00M21,TID0000051,11,Maths,SKV Rohini,2020-03-11,0,Complete and submit by the deadline.
ASSIG00S21,TID0000052,11,Science,SKV Rohini,2020-05-18,0,Complete and submit by the deadline.
ASSIG00H21,TID0000053,11,Hindi,SKV Rohini,2020-04-12,0,Complete and submit by the deadline.
ASSIG00G21,TID0000054,11,GK,SKV Rohini,2020-06-20,0,Complete and submit by the deadline.
ASSIG00E21,TID0000055,11,English,SKV Rohini,2020-09-14,0,Complete and submit by the deadline.
ASSIG00M22,TID0000056,12,Maths,SKV Rohini,2020-07-16,0,Complete and submit by the deadline.
ASSIG00S22,TID0000057,12,Science,SKV Rohini,2020-05-18,0,Complete and submit by the deadline.
ASSIG00H22,TID0000058,12,Hindi,SKV Rohini,2020-07-16,0,Complete and submit by the deadline.
ASSIG00G22,TID0000059,12,GK,SKV Rohini,2020-07-19,0,Complete and submit by the deadline.
ASSIG00E22,TID0000060,12,English,SKV Rohini,2020-09-15,0,Complete and submit by the deadline.
ASSIG10M11,TID0000061,1,Maths,SKV Karala,2020-06-17,0,Complete and submit by the deadline.
ASSIG10S11,TID0000062,1,Science,SKV Karala,2020-01-20,0,Complete and submit by the deadline.
ASSIG10H11,TID0000063,1,Hindi,SKV Karala,2020-08-14,0,Complete and submit by the deadline.
ASSIG10G11,TID0000064,1,GK,SKV Karala,2020-08-15,0,Complete and submit by the deadline.
ASSIG10E11,TID0000065,1,English,SKV Karala,2020-04-18,0,Complete and submit by the deadline.
ASSIG10M12,TID0000066,2,Maths,SKV Karala,2020-06-17,0,Complete and submit by the deadline.
ASSIG10S12,TID0000067,2,Science,SKV Karala,2020-04-14,0,Complete and submit by the deadline.
ASSIG10H12,TID0000068,2,Hindi,SKV Karala,2020-02-17,0,Complete and submit by the deadline.
ASSIG10G12,TID0000069,2,GK,SKV Karala,2020-04-19,0,Complete and submit by the deadline.
ASSIG10E12,TID0000070,2,English,SKV Karala,2020-05-13,0,Complete and submit by the deadline.
ASSIG10M13,TID0000071,3,Maths,SKV Karala,2020-08-13,0,Complete and submit by the deadline.
ASSIG10S13,TID0000072,3,Science,SKV Karala,2020-07-16,0,Complete and submit by the deadline.
ASSIG10H13,TID0000073,3,Hindi,SKV Karala,2020-04-18,0,Complete and submit by the deadline.
ASSIG10G13,TID0000074,3,GK,SKV Karala,2020-02-18,0,Complete and submit by the deadline.
ASSIG10E13,TID0000075,3,English,SKV Karala,2020-09-12,0,Complete and submit by the deadline.
ASSIG10M14,TID0000076,4,Maths,SKV Karala,2020-01-11,0,Complete and submit by the deadline.
ASSIG10S14,TID0000077,4,Science,SKV Karala,2020-03-17,0,Complete and submit by the deadline.
ASSIG10H14,TID0000078,4,Hindi,SKV Karala,2020-06-20,0,Complete and submit by the deadline.
ASSIG10G14,TID0000079,4,GK,SKV Karala,2020-01-11,0,Complete and submit by the deadline.
ASSIG10E14,TID0000080,4,English,SKV Karala,2020-07-17,0,Complete and submit by the deadline.
ASSIG10M15,TID0000081,5,Maths,SKV Karala,2020-08-12,0,Complete and submit by the deadline.
ASSIG10S15,TID0000082,5,Science,SKV Karala,2020-06-13,0,Complete and submit by the deadline.
ASSIG10H15,TID0000083,5,Hindi,SKV Karala,2020-08-17,0,Complete and submit by the deadline.
ASSIG10G15,TID0000084,5,GK,SKV Karala,2020-01-15,0,Complete and submit by the deadline.
ASSIG10E15,TID0000085,5,English,SKV Karala,2020-03-14,0,Complete and submit by the deadline.
ASSIG10M16,TID0000086,6,Maths,SKV Karala,2020-06-13,0,Complete and submit by the deadline.
ASSIG10S16,TID0000087,6,Science,SKV Karala,2020-07-18,0,Complete and submit by the deadline.
ASSIG10H16,TID0000088,6,Hindi,SKV Karala,2020-04-18,0,Complete and submit by the deadline.
ASSIG10G16,TID0000089,6,GK,SKV Karala,2020-01-11,0,Complete and submit by the deadline.
ASSIG10E16,TID0000090,6,English,SKV Karala,2020-09-15,0,Complete and submit by the deadline.
ASSIG10M17,TID0000091,7,Maths,SKV Karala,2020-08-11,0,Complete and submit by the deadline.
ASSIG10S17,TID0000092,7,Science,SKV Karala,2020-03-20,0,Complete and submit by the deadline.
ASSIG10H17,TID0000093,7,Hindi,SKV Karala,2020-06-14,0,Complete and submit by the deadline.
ASSIG10G17,TID0000094,7,GK,SKV Karala,2020-04-19,0,Complete and submit by the deadline.
ASSIG10E17,TID0000095,7,English,SKV Karala,2020-05-13,0,Complete and submit by the deadline.
ASSIG10M18,TID0000096,8,Maths,SKV Karala,2020-04-11,0,Complete and submit by the deadline.
ASSIG10S18,TID0000097,8,Science,SKV Karala,2020-02-16,0,Complete and submit by the deadline.
ASSIG10H18,TID0000098,8,Hindi,SKV Karala,2020-08-14,0,Complete and submit by the deadline.
ASSIG10G18,TID0000099,8,GK,SKV Karala,2020-05-11,0,Complete and submit by the deadline.
ASSIG10E18,TID0000100,8,English,SKV Karala,2020-05-20,0,Complete and submit by the deadline.
ASSIG10M19,TID0000101,9,Maths,SKV Karala,2020-08-16,0,Complete and submit by the deadline.
ASSIG10S19,TID0000102,9,Science,SKV Karala,2020-07-18,0,Complete and submit by the deadline.
ASSIG10H19,TID0000103,9,Hindi,SKV Karala,2020-06-14,0,Complete and submit by the deadline.
ASSIG10G19,TID0000104,9,GK,SKV Karala,2020-04-13,0,Complete and submit by the deadline.
ASSIG10E19,TID0000105,9,English,SKV Karala,2020-06-18,0,Complete and submit by the deadline.
ASSIG10M20,TID0000106,10,Maths,SKV Karala,2020-03-15,0,Complete and submit by the deadline.
ASSIG10S20,TID0000107,10,Science,SKV Karala,2020-09-19,0,Complete and submit by the deadline.
ASSIG10H20,TID0000108,10,Hindi,SKV Karala,2020-03-17,0,Complete and submit by the deadline.
ASSIG10G20,TID0000109,10,GK,SKV Karala,2020-08-12,0,Complete and submit by the deadline.
ASSIG10E20,TID0000110,10,English,SKV Karala,2020-07-15,0,Complete and submit by the deadline.
ASSIG10M21,TID0000111,11,Maths,SKV Karala,2020-08-15,0,Complete and submit by the deadline.
ASSIG10S21,TID0000112,11,Science,SKV Karala,2020-01-15,0,Complete and submit by the deadline.
ASSIG10H21,TID0000113,11,Hindi,SKV Karala,2020-05-13,0,Complete and submit by the deadline.
ASSIG10G21,TID0000114,11,GK,SKV Karala,2020-05-20,0,Complete and submit by the deadline.
ASSIG10E21,TID0000115,11,English,SKV Karala,2020-07-13,0,Complete and submit by the deadline.
ASSIG10M22,TID0000116,12,Maths,SKV Karala,2020-01-12,0,Complete and submit by the deadline.
ASSIG10S22,TID0000117,12,Science,SKV Karala,2020-01-11,0,Complete and submit by the deadline.
ASSIG10H22,TID0000118,12,Hindi,SKV Karala,2020-02-20,0,Complete and submit by the deadline.
ASSIG10G22,TID0000119,12,GK,SKV Karala,2020-08-14,0,Complete and submit by the deadline.
ASSIG10E22,TID0000120,12,English,SKV Karala,2020-02-17,0,Complete and submit by the deadline.
ASSIG20M11,TID0000121,1,Maths,SKV Begam Pur,2020-09-17,0,Complete and submit by the deadline.
ASSIG20S11,TID0000122,1,Science,SKV Begam Pur,2020-07-16,0,Complete and submit by the deadline.
ASSIG20H11,TID0000123,1,Hindi,SKV Begam Pur,2020-07-20,0,Complete and submit by the deadline.
ASSIG20G11,TID0000124,1,GK,SKV Begam Pur,2020-03-18,0,Complete and submit by the deadline.
ASSIG20E11,TID0000125,1,English,SKV Begam Pur,2020-04-11,0,Complete and submit by the deadline.
ASSIG20M12,TID0000126,2,Maths,SKV Begam Pur,2020-03-18,0,Complete and submit by the deadline.
ASSIG20S12,TID0000127,2,Science,SKV Begam Pur,2020-07-17,0,Complete and submit by the deadline.
ASSIG20H12,TID0000128,2,Hindi,SKV Begam Pur,2020-04-13,0,Complete and submit by the deadline.
ASSIG20G12,TID0000129,2,GK,SKV Begam Pur,2020-07-16,0,Complete and submit by the deadline.
ASSIG20E12,TID0000130,2,English,SKV Begam Pur,2020-09-19,0,Complete and submit by the deadline.
ASSIG20M13,TID0000131,3,Maths,SKV Begam Pur,2020-04-11,0,Complete and submit by the deadline.
ASSIG20S13,TID0000132,3,Science,SKV Begam Pur,2020-08-20,0,Complete and submit by the deadline.
ASSIG20H13,TID0000133,3,Hindi,SKV Begam Pur,2020-02-18,0,Complete and submit by the deadline.
ASSIG20G13,TID0000134,3,GK,SKV Begam Pur,2020-09-17,0,Complete and submit by the deadline.
ASSIG20E13,TID0000135,3,English,SKV Begam Pur,2020-02-15,0,Complete and submit by the deadline.
ASSIG20M14,TID0000136,4,Maths,SKV Begam Pur,2020-01-16,0,Complete and submit by the deadline.
ASSIG20S14,TID0000137,4,Science,SKV Begam Pur,2020-03-18,0,Complete and submit by the deadline.
ASSIG20H14,TID0000138,4,Hindi,SKV Begam Pur,2020-01-12,0,Complete and submit by the deadline.
ASSIG20G14,TID0000139,4,GK,SKV Begam Pur,2020-03-19,0,Complete and submit by the deadline.
ASSIG20E14,TID0000140,4,English,SKV Begam Pur,2020-03-16,0,Complete and submit by the deadline.
ASSIG20M15,TID0000141,5,Maths,SKV Begam Pur,2020-07-14,0,Complete and submit by the deadline.
ASSIG20S15,TID0000142,5,Science,SKV Begam Pur,2020-04-11,0,Complete and submit by the deadline.
ASSIG20H15,TID0000143,5,Hindi,SKV Begam Pur,2020-03-12,0,Complete and submit by the deadline.
ASSIG20G15,TID0000144,5,GK,SKV Begam Pur,2020-05-14,0,Complete and submit by the deadline.
ASSIG20E15,TID0000145,5,English,SKV Begam Pur,2020-04-19,0,Complete and submit by the deadline.
ASSIG20M16,TID0000146,6,Maths,SKV Begam Pur,2020-09-11,0,Complete and submit by the deadline.
ASSIG20S16,TID0000147,6,Science,SKV Begam Pur,2020-09-20,0,Complete and submit by the deadline.
ASSIG20H16,TID0000148,6,Hindi,SKV Begam Pur,2020-01-20,0,Complete and submit by the deadline.
ASSIG20G16,TID0000149,6,GK,SKV Begam Pur,2020-09-20,0,Complete and submit by the deadline.
ASSIG20E16,TID0000150,6,English,SKV Begam Pur,2020-04-12,0,Complete and submit by the deadline.
ASSIG20M17,TID0000151,7,Maths,SKV Begam Pur,2020-08-13,0,Complete and submit by the deadline.
ASSIG20S17,TID0000152,7,Science,SKV Begam Pur,2020-03-13,0,Complete and submit by the deadline.
ASSIG20H17,TID0000153,7,Hindi,SKV Begam Pur,2020-01-12,0,Complete and submit by the deadline.
ASSIG20G17,TID0000154,7,GK,SKV Begam Pur,2020-01-17,0,Complete and submit by the deadline.
ASSIG20E17,TID0000155,7,English,SKV Begam Pur,2020-03-12,0,Complete and submit by the deadline.
ASSIG20M18,TID0000156,8,Maths,SKV Begam Pur,2020-09-12,0,Complete and submit by the deadline.
ASSIG20S18,TID0000157,8,Science,SKV Begam Pur,2020-05-16,0,Complete and submit by the deadline.
ASSIG20H18,TID0000158,8,Hindi,SKV Begam Pur,2020-01-14,0,Complete and submit by the deadline.
ASSIG20G18,TID0000159,8,GK,SKV Begam Pur,2020-09-19,0,Complete and submit by the deadline.
ASSIG20E18,TID0000160,8,English,SKV Begam Pur,2020-06-15,0,Complete and submit by the deadline.
ASSIG20M19,TID0000161,9,Maths,SKV Begam Pur,2020-04-14,0,Complete and submit by the deadline.
ASSIG20S19,TID0000162,9,Science,SKV Begam Pur,2020-04-15,0,Complete and submit by the deadline.
ASSIG20H19,TID0000163,9,Hindi,SKV Begam Pur,2020-06-18,0,Complete and submit by the deadline.
ASSIG20G19,TID0000164,9,GK,SKV Begam Pur,2020-09-12,0,Complete and submit by the deadline.
ASSIG20E19,TID0000165,9,English,SKV Begam Pur,2020-01-20,0,Complete and submit by the deadline.
ASSIG20M20,TID0000166,10,Maths,SKV Begam Pur,2020-01-12,0,Complete and submit by the deadline.
ASSIG20S20,TID0000167,10,Science,SKV Begam Pur,2020-07-13,0,Complete and submit by the deadline.
ASSIG20H20,TID0000168,10,Hindi,SKV Begam Pur,2020-08-18,0,Complete and submit by the deadline.
ASSIG20G20,TID0000169,10,GK,SKV Begam Pur,2020-06-17,0,Complete and submit by the deadline.
ASSIG20E20,TID0000170,10,English,SKV Begam Pur,2020-09-12,0,Complete and submit by the deadline.
ASSIG20M21,TID0000171,11,Maths,SKV Begam Pur,2020-02-18,0,Complete and submit by the deadline.
ASSIG20S21,TID0000172,11,Science,SKV Begam Pur,2020-03-12,0,Complete and submit by the deadline.
ASSIG20H21,TID0000173,11,Hindi,SKV Begam Pur,2020-06-11,0,Complete and submit by the deadline.
ASSIG20G21,TID0000174,11,GK,SKV Begam Pur,2020-04-12,0,Complete and submit by the deadline.
ASSIG20E21,TID0000175,11,English,SKV Begam Pur,2020-02-14,0,Complete and submit by the deadline.
ASSIG20M22,TID0000176,12,Maths,SKV Begam Pur,2020-08-17,0,Complete and submit by the deadline.
ASSIG20S22,TID0000177,12,Science,SKV Begam Pur,2020-07-11,0,Complete and submit by the deadline.
ASSIG20H22,TID0000178,12,Hindi,SKV Begam Pur,2020-05-17,0,Complete and submit by the deadline.
ASSIG20G22,TID0000179,12,GK,SKV Begam Pur,2020-08-12,0,Complete and submit by the deadline.
ASSIG20E22,TID0000180,12,English,SKV Begam Pur,2020-08-12,0,Complete and submit by the deadline.
ASSIG30M11,TID0000181,1,Maths,SKV Kanhjawala,2020-07-18,0,Complete and submit by the deadline.
ASSIG30S11,TID0000182,1,Science,SKV Kanhjawala,2020-08-17,0,Complete and submit by the deadline.
ASSIG30H11,TID0000183,1,Hindi,SKV Kanhjawala,2020-02-14,0,Complete and submit by the deadline.
ASSIG30G11,TID0000184,1,GK,SKV Kanhjawala,2020-07-20,0,Complete and submit by the deadline.
ASSIG30E11,TID0000185,1,English,SKV Kanhjawala,2020-05-12,0,Complete and submit by the deadline.
ASSIG30M12,TID0000186,2,Maths,SKV Kanhjawala,2020-01-11,0,Complete and submit by the deadline.
ASSIG30S12,TID0000187,2,Science,SKV Kanhjawala,2020-06-17,0,Complete and submit by the deadline.
ASSIG30H12,TID0000188,2,Hindi,SKV Kanhjawala,2020-05-15,0,Complete and submit by the deadline.
ASSIG30G12,TID0000189,2,GK,SKV Kanhjawala,2020-02-13,0,Complete and submit by the deadline.
ASSIG30E12,TID0000190,2,English,SKV Kanhjawala,2020-05-16,0,Complete and submit by the deadline.
ASSIG30M13,TID0000191,3,Maths,SKV Kanhjawala,2020-04-16,0,Complete and submit by the deadline.
ASSIG30S13,TID0000192,3,Science,SKV Kanhjawala,2020-01-14,0,Complete and submit by the deadline.
ASSIG30H13,TID0000193,3,Hindi,SKV Kanhjawala,2020-02-15,0,Complete and submit by the deadline.
ASSIG30G13,TID0000194,3,GK,SKV Kanhjawala,2020-07-19,0,Complete and submit by the deadline.
ASSIG30E13,TID0000195,3,English,SKV Kanhjawala,2020-01-15,0,Complete and submit by the deadline.
ASSIG30M14,TID0000196,4,Maths,SKV Kanhjawala,2020-09-16,0,Complete and submit by the deadline.
ASSIG30S14,TID0000197,4,Science,SKV Kanhjawala,2020-09-15,0,Complete and submit by the deadline.
ASSIG30H14,TID0000198,4,Hindi,SKV Kanhjawala,2020-02-12,0,Complete and submit by the deadline.
ASSIG30G14,TID0000199,4,GK,SKV Kanhjawala,2020-03-12,0,Complete and submit by the deadline.
ASSIG30E14,TID0000200,4,English,SKV Kanhjawala,2020-01-12,0,Complete and submit by the deadline.
ASSIG30M15,TID0000201,5,Maths,SKV Kanhjawala,2020-01-11,0,Complete and submit by the deadline.
ASSIG30S15,TID0000202,5,Science,SKV Kanhjawala,2020-09-12,0,Complete and submit by the deadline.
ASSIG30H15,TID0000203,5,Hindi,SKV Kanhjawala,2020-07-18,0,Complete and submit by the deadline.
ASSIG30G15,TID0000204,5,GK,SKV Kanhjawala,2020-08-19,0,Complete and submit by the deadline.
ASSIG30E15,TID0000205,5,English,SKV Kanhjawala,2020-05-11,0,Complete and submit by the deadline.
ASSIG30M16,TID0000206,6,Maths,SKV Kanhjawala,2020-04-15,0,Complete and submit by the deadline.
ASSIG30S16,TID0000207,6,Science,SKV Kanhjawala,2020-05-16,0,Complete and submit by the deadline.
ASSIG30H16,TID0000208,6,Hindi,SKV Kanhjawala,2020-07-18,0,Complete and submit by the deadline.
ASSIG30G16,TID0000209,6,GK,SKV Kanhjawala,2020-01-13,0,Complete and submit by the deadline.
ASSIG30E16,TID0000210,6,English,SKV Kanhjawala,2020-05-18,0,Complete and submit by the deadline.
ASSIG30M17,TID0000211,7,Maths,SKV Kanhjawala,2020-04-18,0,Complete and submit by the deadline.
ASSIG30S17,TID0000212,7,Science,SKV Kanhjawala,2020-06-17,0,Complete and submit by the deadline.
ASSIG30H17,TID0000213,7,Hindi,SKV Kanhjawala,2020-09-13,0,Complete and submit by the deadline.
ASSIG30G17,TID0000214,7,GK,SKV Kanhjawala,2020-02-19,0,Complete and submit by the deadline.
ASSIG30E17,TID0000215,7,English,SKV Kanhjawala,2020-06-15,0,Complete and submit by the deadline.
ASSIG30M18,TID0000216,8,Maths,SKV Kanhjawala,2020-08-18,0,Complete and submit by the deadline.
ASSIG30S18,TID0000217,8,Science,SKV Kanhjawala,2020-02-17,0,Complete and submit by the deadline.
ASSIG30H18,TID0000218,8,Hindi,SKV Kanhjawala,2020-01-14,0,Complete and submit by the deadline.
ASSIG30G18,TID0000219,8,GK,SKV Kanhjawala,2020-09-15,0,Complete and submit by the deadline.
ASSIG30E18,TID0000220,8,English,SKV Kanhjawala,2020-02-11,0,Complete and submit by the deadline.
ASSIG30M19,TID0000221,9,Maths,SKV Kanhjawala,2020-05-14,0,Complete and submit by the deadline.
ASSIG30S19,TID0000222,9,Science,SKV Kanhjawala,2020-02-11,0,Complete and submit by the deadline.
ASSIG30H19,TID0000223,9,Hindi,SKV Kanhjawala,2020-04-13,0,Complete and submit by the deadline.
ASSIG30G19,TID0000224,9,GK,SKV Kanhjawala,2020-04-14,0,Complete and submit by the deadline.
ASSIG30E19,TID0000225,9,English,SKV Kanhjawala,2020-02-19,0,Complete and submit by the deadline.
ASSIG30M20,TID0000226,10,Maths,SKV Kanhjawala,2020-02-14,0,Complete and submit by the deadline.
ASSIG30S20,TID0000227,10,Science,SKV Kanhjawala,2020-03-17,0,Complete and submit by the deadline.
ASSIG30H20,TID0000228,10,Hindi,SKV Kanhjawala,2020-03-19,0,Complete and submit by the deadline.
ASSIG30G20,TID0000229,10,GK,SKV Kanhjawala,2020-07-14,0,Complete and submit by the deadline.
ASSIG30E20,TID0000230,10,English,SKV Kanhjawala,2020-04-15,0,Complete and submit by the deadline.
ASSIG30M21,TID0000231,11,Maths,SKV Kanhjawala,2020-07-14,0,Complete and submit by the deadline.
ASSIG30S21,TID0000232,11,Science,SKV Kanhjawala,2020-01-15,0,Complete and submit by the deadline.
ASSIG30H21,TID0000233,11,Hindi,SKV Kanhjawala,2020-06-19,0,Complete and submit by the deadline.
ASSIG30G21,TID0000234,11,GK,SKV Kanhjawala,2020-07-20,0,Complete and submit by the deadline.
ASSIG30E21,TID0000235,11,English,SKV Kanhjawala,2020-04-17,0,Complete and submit by the deadline.
ASSIG30M22,TID0000236,12,Maths,SKV Kanhjawala,2020-06-12,0,Complete and submit by the deadline.
ASSIG30S22,TID0000237,12,Science,SKV Kanhjawala,2020-03-12,0,Complete and submit by the deadline.
ASSIG30H22,TID0000238,12,Hindi,SKV Kanhjawala,2020-09-13,0,Complete and submit by the deadline.
ASSIG30G22,TID0000239,12,GK,SKV Kanhjawala,2020-03-13,0,Complete and submit by the deadline.
ASSIG30E22,TID0000240,12,English,SKV Kanhjawala,2020-08-11,0,Complete and submit by the deadline.
ASSIG40M11,TID0000241,1,Maths,SKV Avantika,2020-07-17,0,Complete and submit by the deadline.
ASSIG40S11,TID0000242,1,Science,SKV Avantika,2020-02-15,0,Complete and submit by the deadline.
ASSIG40H11,TID0000243,1,Hindi,SKV Avantika,2020-05-16,0,Complete and submit by the deadline.
ASSIG40G11,TID0000244,1,GK,SKV Avantika,2020-06-11,0,Complete and submit by the deadline.
ASSIG40E11,TID0000245,1,English,SKV Avantika,2020-01-20,0,Complete and submit by the deadline.
ASSIG40M12,TID0000246,2,Maths,SKV Avantika,2020-06-16,0,Complete and submit by the deadline.
ASSIG40S12,TID0000247,2,Science,SKV Avantika,2020-09-15,0,Complete and submit by the deadline.
ASSIG40H12,TID0000248,2,Hindi,SKV Avantika,2020-07-11,0,Complete and submit by the deadline.
ASSIG40G12,TID0000249,2,GK,SKV Avantika,2020-04-20,0,Complete and submit by the deadline.
ASSIG40E12,TID0000250,2,English,SKV Avantika,2020-05-17,0,Complete and submit by the deadline.
ASSIG40M13,TID0000251,3,Maths,SKV Avantika,2020-03-13,0,Complete and submit by the deadline.
ASSIG40S13,TID0000252,3,Science,SKV Avantika,2020-08-14,0,Complete and submit by the deadline.
ASSIG40H13,TID0000253,3,Hindi,SKV Avantika,2020-04-12,0,Complete and submit by the deadline.
ASSIG40G13,TID0000254,3,GK,SKV Avantika,2020-05-16,0,Complete and submit by the deadline.
ASSIG40E13,TID0000255,3,English,SKV Avantika,2020-04-11,0,Complete and submit by the deadline.
ASSIG40M14,TID0000256,4,Maths,SKV Avantika,2020-01-18,0,Complete and submit by the deadline.
ASSIG40S14,TID0000257,4,Science,SKV Avantika,2020-07-17,0,Complete and submit by the deadline.
ASSIG40H14,TID0000258,4,Hindi,SKV Avantika,2020-04-13,0,Complete and submit by the deadline.
ASSIG40G14,TID0000259,4,GK,SKV Avantika,2020-08-17,0,Complete and submit by the deadline.
ASSIG40E14,TID0000260,4,English,SKV Avantika,2020-08-13,0,Complete and submit by the deadline.
ASSIG40M15,TID0000261,5,Maths,SKV Avantika,2020-04-16,0,Complete and submit by the deadline.
ASSIG40S15,TID0000262,5,Science,SKV Avantika,2020-06-14,0,Complete and submit by the deadline.
ASSIG40H15,TID0000263,5,Hindi,SKV Avantika,2020-09-15,0,Complete and submit by the deadline.
ASSIG40G15,TID0000264,5,GK,SKV Avantika,2020-03-15,0,Complete and submit by the deadline.
ASSIG40E15,TID0000265,5,English,SKV Avantika,2020-07-19,0,Complete and submit by the deadline.
ASSIG40M16,TID0000266,6,Maths,SKV Avantika,2020-05-15,0,Complete and submit by the deadline.
ASSIG40S16,TID0000267,6,Science,SKV Avantika,2020-01-17,0,Complete and submit by the deadline.
ASSIG40H16,TID0000268,6,Hindi,SKV Avantika,2020-05-12,0,Complete and submit by the deadline.
ASSIG40G16,TID0000269,6,GK,SKV Avantika,2020-04-15,0,Complete and submit by the deadline.
ASSIG40E16,TID0000270,6,English,SKV Avantika,2020-09-15,0,Complete and submit by the deadline.
ASSIG40M17,TID0000271,7,Maths,SKV Avantika,2020-05-18,0,Complete and submit by the deadline.
ASSIG40S17,TID0000272,7,Science,SKV Avantika,2020-07-17,0,Complete and submit by the deadline.
